Mühərrikin həcmi,At gücü,Yanacaq növü,Marka,Model,Buraxılış ili,Ban növü,Rəng,Yürüş
1.6,75,Benzin,LADA (VAZ),2106,1983,Sedan,Bej,25000
1.7,80,Benzin,LADA (VAZ),Niva,2013,Offroader / SUV,Ağ,109008
1.6,75,Benzin,LADA (VAZ),2104,2001,Universal,Yaşıl,111111
2.5,76,Dizel,Mercedes,Sprinter 312,1999,Yük maşını,Ağ,656300
1.3,90,Dizel,Opel,Astra,2007,Hetçbek,Gümüşü,198529
3.0,400,Benzin,Land Rover,Defender,2023,Offroader / SUV,Qara,0
2.7,188,Benzin,Hyundai,Santa Fe,2007,Offroader / SUV,Qara,245000
1.6,75,Benzin,LADA (VAZ),2106,2003,Sedan,Ağ,121000
1.8,122,Benzin,Mercedes,C 180,1995,Sedan,Yaş Asfalt,300000
1.5,85,Benzin,Daewoo,Nexia,2005,Sedan,Yaş Asfalt,308000
1.6,120,Benzin,Mini,Cooper,2008,Hetçbek,Göy,189000
1.4,75,Benzin,Peugeot,206,2006,Sedan,Qara,231000
2.5,181,Benzin,Toyota,Camry,2017,Sedan,Gümüşü,172000
2.2,202,Dizel,Kia,Carnival,2016,Minivan,Qara,170000
4.0,612,Benzin,Mercedes,S 63 AMG,2018,Sedan,Qara,77000
1.4,90,Benzin,Opel,Astra,2009,Hetçbek,Qara,202000
2.0,274,Benzin,Hyundai,Sonata,2015,Sedan,Ağ,85000
3.0,340,Benzin,Land Rover,Range Rover,2013,Offroader / SUV,Qara,197000
2.5,218,Hibrid,Toyota,Camry,2022,Sedan,Ağ,0
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Gümüşü,236178
2.4,176,Benzin,Kia,Sportage,2013,Offroader / SUV,Ağ,158500
2.4,120,Dizel,Ford,Transit,2000,Minivan,Ağ,307000
1.6,102,Benzin,Renault,Logan,2014,Sedan,Ağ,278000
2.4,190,Benzin,Kia,K7,2019,Sedan,Qara,21000
2.5,76,Dizel,Ford,Transit,1999,Yük maşını,Ağ,350000
1.5,99,Benzin,Nissan,Sunny,2013,Sedan,Qara,30000
11.0,191,Dizel,MAZ,5549,1989,Yük maşını,Yaş Asfalt,100000
2.5,126,Dizel,Mercedes,E 250,1992,Sedan,Qəhvəyi,300000
2.0,150,Benzin,Hyundai,Elantra,2022,Sedan,Yaş Asfalt,15000
2.0,274,Benzin,Hyundai,Sonata,2013,Sedan,Qara,86000
1.6,121,Dizel,Kia,Cerato,2017,Sedan,Ağ,163000
1.5,109,Benzin,Nissan,Tiida,2011,Hetçbek,Qızılı,75319
2.4,174,Benzin,Hyundai,Santa Fe,2012,Offroader / SUV,Gümüşü,155000
3.0,258,Dizel,Land Rover,Discovery,2017,Offroader / SUV,Boz,92000
2.3,150,Dizel,Mercedes,208 D,1993,Yük maşını,Qızılı,380000
0.0,408,Elektro,Volvo,C40,2023,Offroader / SUV,Göy,0
1.4,109,Benzin,Hyundai,i30,2009,Universal,Qara,226000
2.0,136,Benzin,Mercedes,C 200,1995,Sedan,Gümüşü,352300
2.2,202,Dizel,Hyundai,Grandeur,2014,Sedan,Qara,187000
1.6,100,Benzin,Opel,Astra,1994,Hetçbek,Göy,549210
2.0,150,Benzin,Subaru,XV,2014,Offroader / SUV,Gümüşü,222800
3.0,333,Benzin,Audi,A7,2015,Liftbek,Ağ,171000
1.6,75,Benzin,LADA (VAZ),2107,2008,Sedan,Qara,170000
2.5,181,Benzin,Toyota,Camry,2011,Sedan,Ağ,185000
3.5,317,Benzin,Lexus,GS 350,2013,Sedan,Ağ,260000
1.5,110,Dizel,Kia,Rio,2006,Sedan,Gümüşü,287000
1.5,65,Benzin,LADA (VAZ),21011,1988,Sedan,Qırmızı,25100
5.0,300,Benzin,Mitsubishi,Prenses,1996,Avtobus,Göy,175000
2.2,150,Dizel,Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,155000
1.3,95,Hibrid,Honda,Civic,2009,Sedan,Ağ,313822
1.8,204,Benzin,Mercedes,E 250,2010,Sedan,Ağ,143000
1.5,65,Benzin,LADA (VAZ),2106,1986,Sedan,Sarı,18000
3.0,340,Benzin,Land Rover,RR Sport,2015,Offroader / SUV,Ağ,146000
1.8,88,Benzin,Opel,Vectra,1994,Sedan,Tünd qırmızı,250000
1.6,123,Benzin,Kia,Rio,2014,Sedan,Yaş Asfalt,157000
2.0,136,Benzin,Mercedes,C 200,1998,Sedan,Qırmızı,471217
3.5,249,Benzin,Toyota,Camry,2015,Sedan,Qara,36000
1.4,88,Benzin,Nissan,Note,2007,Hetçbek,Qara,220000
1.8,140,Hibrid,Toyota,Corolla,2022,Sedan,Ağ,0
2.0,184,Dizel,Hyundai,Santa Fe,2012,Offroader / SUV,Gümüşü,163000
1.6,75,Benzin,LADA (VAZ),2106,2001,Sedan,Ağ,100000
1.6,105,Benzin,Hyundai,Getz,2008,Hetçbek,Mavi,350000
2.5,178,Dizel,Mitsubishi,L200,2013,Pikap,Qara,270000
2.2,204,Dizel,Mercedes,E 250,2013,Sedan,Ağ,51876
1.8,98,Hibrid,Toyota,Corolla,2022,Sedan,Ağ,0
1.6,120,Benzin,Chevrolet,Cruze,2013,Sedan,Ağ,395557
2.0,164,Benzin,Kia,Soul,2013,Hetçbek,Qırmızı,82000
2.0,249,Benzin,BMW,530,2017,Sedan,Ağ,67812
2.0,245,Benzin,BMW,428,2014,Liftbek,Ağ,148060
2.5,218,Hibrid,Toyota,Camry,2022,Sedan,Ağ,0
3.5,272,Benzin,Mercedes,CLS 350,2007,Sedan,Ağ,299000
2.7,163,Benzin,Toyota,Prado,2012,Offroader / SUV,Qara,212000
3.0,340,Benzin,BMW,X5,2019,Offroader / SUV,Qəhvəyi,27330
1.8,150,Benzin,Hyundai,Elantra,2013,Hetçbek,Qırmızı,140000
0.7,61,Benzin,CFMOTO,650 MT,2022,Motosiklet,Ağ,0
1.8,170,Benzin,Volkswagen,Passat,2003,Sedan,Gümüşü,261000
3.0,231,Benzin,BMW,530,2002,Sedan,Gümüşü,340000
1.5,65,Benzin,LADA (VAZ),2106,1988,Sedan,Bej,200000
1.4,153,Benzin,Chevrolet,Cruze,2016,Sedan,Gümüşü,90600
2.4,178,Benzin,Hyundai,Sonata,2009,Sedan,Qara,195000
1.7,240,Benzin,Alfa Romeo,4C,2017,Kupe,Ağ,10000
2.0,245,Benzin,BMW,528,2011,Sedan,Qara,207000
1.4,90,Benzin,Opel,Astra,2005,Universal,Gümüşü,200000
2.0,150,Benzin,Hyundai,Elantra,2016,Sedan,Bej,101000
5.0,510,Benzin,Land Rover,Range Rover,2010,Offroader / SUV,Ağ,170000
0.0,204,Elektro,Volkswagen,ID.6,2022,Offroader / SUV,Göy,0
2.0,184,Benzin,Hyundai,Santa Fe,2015,Offroader / SUV,Ağ,88000
2.4,175,Benzin,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,133500
2.7,163,Benzin,Toyota,Prado,2013,Offroader / SUV,Qara,185777
1.6,75,Benzin,LADA (VAZ),2107,2011,Sedan,Ağ,68000
2.0,184,Dizel,Kia,Sportage,2014,Offroader / SUV,Ağ,157000
2.0,274,Benzin,Kia,Optima,2014,Sedan,Qara,92400
1.5,71,Benzin,LADA (VAZ),2112,2003,Hetçbek,Gümüşü,374000
5.7,360,Benzin,Jeep,Grand Cherokee,2012,Offroader / SUV,Ağ,278000
2.5,200,Benzin,Toyota,Camry,2023,Sedan,Ağ,0
2.4,140,Dizel,Ford,Transit,2011,Furqon,Boz,154000
6.2,525,Benzin,Mercedes,CL 63 AMG,2008,Kupe,Qara,135000
2.4,120,Dizel,Ford,Transit,2000,Furqon,Ağ,325858
2.5,243,Hibrid,Toyota,Highlander,2020,Offroader / SUV,Ağ,39000
1.2,109,Benzin,Toyota,Raize,2022,Offroader / SUV,Göy,0
1.6,75,Benzin,LADA (VAZ),2104,2007,Universal,Ağ,90000
1.6,115,Dizel,Hyundai,Elantra,2007,Sedan,Ağ,172000
2.0,150,Benzin,Hyundai,Tucson,2022,Offroader / SUV,Qara,25800
1.6,82,Benzin,Opel,Vectra,1992,Sedan,Tünd qırmızı,215434
2.0,243,Benzin,Kia,Sportage,2017,Offroader / SUV,Ağ,106000
2.4,175,Benzin,Kia,Sorento,2010,Offroader / SUV,Ağ,197277
2.2,150,Dizel,Mercedes,Sprinter 315,2009,Yük maşını,Ağ,178000
2.4,140,Dizel,Ford,Transit,2008,Furqon,Göy,271610
4.8,550,Benzin,Porsche,Cayenne Turbo,2009,Offroader / SUV,Qara,87000
2.7,188,Dizel,Land Rover,Discovery,2010,Offroader / SUV,Qara,234700
1.6,75,Benzin,LADA (VAZ),2107,2006,Sedan,Ağ,132000
3.8,290,Benzin,Hyundai,Genesis,2010,Sedan,Qara,222000
1.3,90,Dizel,Opel,Astra,2006,Universal,Göy,262880
1.6,75,Benzin,LADA (VAZ),2107,2010,Sedan,Qara,14250
1.4,97,Dizel,Toyota,Corolla,2005,Universal,Qara,185334
5.5,382,Benzin,Mercedes,GL 550,2010,Offroader / SUV,Ağ,208000
2.4,140,Dizel,Ford,Transit,2006,Yük maşını,Göy,217600
2.0,252,Benzin,Audi,Q7,2018,Offroader / SUV,Yaşıl,90000
1.5,109,Dizel,Kia,Rio,2007,Hetçbek,Qara,300000
5.5,544,Benzin,Mercedes,G 63 AMG,2015,Offroader / SUV,Qara,107000
2.0,245,Benzin,BMW,328,2014,Sedan,Ağ,94000
3.0,241,Dizel,Jeep,Grand Cherokee,2013,Offroader / SUV,Ağ,130000
3.0,300,Benzin,Land Rover,Discovery,2018,Offroader / SUV,Qara,36000
2.7,163,Benzin,Toyota,Prado,2013,Offroader / SUV,Qara,143000
1.6,75,Benzin,LADA (VAZ),2107,2005,Sedan,Qırmızı,12500
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Qara,248000
1.5,170,Benzin,MG,HS,2022,Offroader / SUV,Mavi,0
1.8,136,Benzin,Toyota,Corolla,2014,Sedan,Tünd qırmızı,160000
2.5,137,Dizel,Mitsubishi,L200,2023,Pikap,Ağ,0
2.0,136,Benzin,Opel,Astra,1997,Hetçbek,Yaşıl,425704
1.3,90,Dizel,Opel,Astra,2009,Universal,Ağ,145000
2.0,184,Dizel,Kia,Sorento,2010,Offroader / SUV,Ağ,185000
4.0,558,Benzin,Mercedes-Maybach,GLS 600 4MATIC,2022,Offroader / SUV,Qara,0
2.0,184,Dizel,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,187211
1.6,116,Dizel,Hyundai,i30,2009,Universal,Qara,179000
1.7,80,Benzin,LADA (VAZ),Niva,2002,Offroader / SUV,Tünd qırmızı,250000
2.0,248,Plug-in hibrid,BMW,530e,2018,Sedan,Yaş Asfalt,56000
1.8,150,Benzin,Hyundai,Elantra,2015,Sedan,Ağ,169103
1.6,124,Benzin,Kia,Soul,2015,Hetçbek,Gümüşü,110000
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Qara,221000
1.6,137,Dizel,Chevrolet,Equinox,2018,Offroader / SUV,Qara,47198
1.4,140,Benzin,Chevrolet,Cruze,2013,Sedan,Tünd qırmızı,159000
1.5,78,Benzin,LADA (VAZ),2114,2008,Hetçbek,Qara,558000
4.8,360,Benzin,BMW,X5,2005,Offroader / SUV,Gümüşü,285000
2.0,184,Dizel,Kia,Sorento,2012,Offroader / SUV,Ağ,194000
1.5,160,Benzin,Chevrolet,Malibu,2016,Sedan,Yaş Asfalt,64500
3.3,235,Benzin,Hyundai,Grandeur,2007,Sedan,Qara,316760
1.6,102,Benzin,Mercedes,A 160,2000,Hetçbek,Ağ,223000
1.7,141,Dizel,Kia,Sportage,2016,Offroader / SUV,Gümüşü,174801
1.4,140,Benzin,Opel,Astra,2012,Universal,Ağ,193120
1.5,105,Benzin,Geely,Emgrand,2023,Sedan,Ağ,0
3.6,280,Benzin,Volkswagen,Touareg,2012,Offroader / SUV,Qara,86000
2.0,240,Benzin,Jaguar,XE,2017,Sedan,Ağ,37015
2.0,136,Benzin,Opel,Vectra,1997,Sedan,Yaşıl,320000
2.4,174,Benzin,Hyundai,Sonata,2009,Sedan,Boz,220000
2.5,197,Hibrid,Lexus,NX 300h,2021,Offroader / SUV,Qara,0
2.5,181,Hibrid,Toyota,Camry,2022,Sedan,Qara,0
2.4,161,Benzin,Hyundai,Sonata,2008,Sedan,Göy,301524
1.5,150,Benzin,Haval,Jolion,2022,Offroader / SUV,Qara,0
1.4,109,Benzin,Kia,Ceed,2007,Hetçbek,Gümüşü,147000
3.0,231,Benzin,Mercedes,C 300,2008,Sedan,Qırmızı,200000
2.5,181,Benzin,Toyota,Camry,2020,Sedan,Qara,32000
1.6,106,Benzin,LADA (VAZ),Priora,2015,Sedan,Göy,164800
1.4,90,Dizel,Toyota,Corolla,2005,Universal,Tünd qırmızı,216000
4.0,275,Qaz,Toyota,Land Cruiser,2012,Offroader / SUV,Ağ,167400
1.4,90,Dizel,Toyota,Corolla,2008,Sedan,Ağ,175000
1.4,140,Benzin,Kia,ProCeed,2020,Liftbek,Göy,35000
2.2,125,Dizel,Ford,Transit,2009,Furqon,Ağ,193000
0.0,204,Elektro,Volkswagen,ID.6,2022,Offroader / SUV,Göy,0
2.0,184,Dizel,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,182000
1.6,75,Benzin,LADA (VAZ),2107,2010,Sedan,Gümüşü,95000
3.0,231,Benzin,BMW,530,2001,Sedan,Gümüşü,260000
2.6,170,Benzin,Mercedes,E 240,2000,Sedan,Göy,270000
1.5,75,Benzin,LADA (VAZ),21011,1977,Sedan,Ağ,39083
3.0,180,Benzin,Mitsubishi,Pajero,2008,Offroader / SUV,Ağ,156200
2.0,245,Benzin,Mercedes,GLC 300,2018,Offroader / SUV,Qara,26828
2.2,150,Dizel,Mercedes,E 220,2006,Sedan,Qara,216000
1.6,115,Dizel,Hyundai,i30,2008,Hetçbek,Gümüşü,168000
3.0,167,Benzin,Hyundai,Galloper,1997,Offroader / SUV,Yaşıl,500000
2.5,192,Benzin,BMW,525,2002,Sedan,Qara,260000
1.8,170,Benzin,Volkswagen,Passat,2003,Sedan,Qara,360000
2.5,249,Hibrid,Toyota,Highlander,2022,Offroader / SUV,Qara,0
9.5,336,Dizel,HOWO,Sinotruk,2012,Yük maşını,Ağ,480000
2.5,76,Dizel,Ford,Transit,1999,Furqon,Ağ,328500
2.5,192,Benzin,Mazda,6,2014,Sedan,Qırmızı,90000
3.6,286,Benzin,Jeep,Wrangler,2012,Offroader / SUV,Qara,169000
1.5,107,Benzin,Ravon,Nexia R3,2017,Sedan,Qara,400000
1.7,80,Benzin,LADA (VAZ),Niva,2007,Offroader / SUV,Ağ,196372
0.0,523,Elektro,BMW,iX,2022,Offroader / SUV,Qara,0
1.6,75,Benzin,LADA (VAZ),2107,2009,Sedan,Ağ,24689
1.6,75,Benzin,LADA (VAZ),2107,2011,Sedan,Qara,76000
3.5,295,Benzin,Infiniti,QX60,2022,Offroader / SUV,Gümüşü,0
2.2,150,Dizel,Mercedes,Vito 115,2007,Yük maşını,Gümüşü,236000
1.6,183,Benzin,Hyundai,Sonata,2021,Sedan,Göy,17000
2.2,150,Benzin,Mercedes,C 220,1995,Sedan,Göy,100000
3.5,306,Benzin,Mercedes,S 350,2012,Sedan,Qara,134000
2.0,245,Benzin,BMW,528,2012,Sedan,Yaş Asfalt,88000
2.0,116,Dizel,Toyota,Corolla,2006,Hetçbek,Gümüşü,182000
0.0,204,Elektro,Volkswagen,ID.4,2022,Offroader / SUV,Boz,0
2.5,177,Benzin,Land Rover,Freelander,2003,Offroader / SUV,Gümüşü,200000
1.5,76,Hibrid,Toyota,Prius,2008,Hetçbek,Gümüşü,246500
1.6,170,Benzin,Mini,Cooper,2008,Hetçbek,Boz,115000
2.2,197,Dizel,Kia,Sorento,2016,Offroader / SUV,Yaş Asfalt,134175
2.0,190,Dizel,BMW,520,2015,Sedan,Boz,100000
2.2,116,Dizel,Mercedes,Vito 111,2009,Minivan,Ağ,495000
2.0,140,Dizel,Kia,Carens,2008,Minivan,Qızılı,195000
2.0,249,Benzin,BMW,530,2017,Sedan,Gümüşü,61000
2.5,218,Hibrid,Toyota,RAV4,2023,Offroader / SUV,Ağ,0
1.5,76,Hibrid,Toyota,Prius,2007,Hetçbek,Qırmızı,285000
2.6,170,Benzin,Mercedes,E 240,2002,Sedan,Gümüşü,245000
2.0,150,Benzin,Hyundai,Elantra,2017,Sedan,Ağ,128000
2.7,163,Benzin,Toyota,Prado,2013,Offroader / SUV,Ağ,130800
2.5,249,Hibrid,Toyota,Highlander,2022,Offroader / SUV,Qara,0
2.0,252,Benzin,BMW,330,2017,Sedan,Göy,76000
1.5,76,Hibrid,Toyota,Prius,2007,Liftbek,Qızılı,181000
2.7,163,Benzin,Toyota,Prado,2012,Offroader / SUV,Ağ,178018
2.4,140,Dizel,Ford,Transit,2007,Yük maşını,Sarı,178000
1.6,123,Benzin,Kia,Rio,2013,Sedan,Ağ,143000
2.2,202,Dizel,Hyundai,Grandeur,2015,Sedan,Qara,120021
1.2,98,Benzin,Nissan,Micra,2013,Hetçbek,Çəhrayı,41000
1.5,190,Hibrid,Geely,Atlas Pro,2023,Offroader / SUV,Boz,0
11.0,270,Dizel,KamAz,6520,2012,Yük maşını,Sarı,47000
5.7,383,Benzin,Lexus,LX 570,2013,Offroader / SUV,Qara,207000
1.4,90,Dizel,Toyota,Auris,2007,Hetçbek,Qara,250000
1.8,150,Benzin,Hyundai,Elantra,2015,Sedan,Göy,115000
2.2,197,Dizel,Kia,Sorento,2013,Offroader / SUV,Gümüşü,197000
1.8,130,Benzin,Mitsubishi,Pajero io,1999,Offroader / SUV,Ağ,352000
1.5,65,Benzin,LADA (VAZ),2106,1991,Sedan,Qırmızı,245000
2.7,175,Benzin,Hyundai,Tucson,2008,Offroader / SUV,Gümüşü,144000
2.7,163,Benzin,Toyota,Prado,2014,Offroader / SUV,Qara,134500
1.6,75,Benzin,LADA (VAZ),2115,2010,Sedan,Qara,353000
2.0,184,Dizel,Kia,Sorento,2013,Offroader / SUV,Yaş Asfalt,176000
1.4,96,Benzin,Moto Guzzi,Eldorado,2018,Motosiklet,Qırmızı,28968
1.4,95,Benzin,Fiat,Doblo,2016,Furqon,Çəhrayı,76500
1.6,115,Dizel,Kia,Ceed,2011,Universal,Yaş Asfalt,187000
1.4,97,Benzin,Hyundai,Accent,2011,Sedan,Qara,182000
1.7,80,Benzin,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,170000
2.0,150,Benzin,Kia,Sportage,2011,Offroader / SUV,Ağ,174855
1.5,55,Benzin,Moskvich,412,1978,Sedan,Sarı,250000
5.7,383,Benzin,Lexus,LX 570,2013,Offroader / SUV,Ağ,127000
1.8,150,Benzin,Hyundai,Elantra,2013,Sedan,Qara,73686
2.5,204,Benzin,Mercedes,C 250,2007,Sedan,Qara,267000
1.5,160,Benzin,Chevrolet,Malibu,2018,Sedan,Göy,100362
2.4,175,Benzin,Hyundai,Santa Fe,2012,Offroader / SUV,Qara,155000
1.5,65,Benzin,LADA (VAZ),2106,1990,Sedan,Bej,28882
2.7,167,Benzin,Toyota,Prado,2014,Offroader / SUV,Yaş Asfalt,97000
3.2,190,Dizel,Mitsubishi,Pajero,2013,Offroader / SUV,Qara,163000
2.3,105,Benzin,Wanfeng,SHK,2005,Offroader / SUV,Qara,139000
1.6,101,Benzin,Opel,Astra,2001,Universal,Gümüşü,237400
2.0,150,Benzin,Kia,Sportage,2021,Offroader / SUV,Göy,2842
2.5,140,Dizel,Kia,Sorento,2003,Offroader / SUV,Gümüşü,419000
1.3,90,Dizel,Opel,Astra,2007,Universal,Gümüşü,250000
2.0,274,Benzin,Hyundai,Sonata,2014,Sedan,Ağ,72000
2.2,116,Dizel,Mercedes,Vito 111,2008,Minivan,Qara,510000
12.0,420,Dizel,Scania,R 420,2009,Yük maşını,Qırmızı,1200000
3.0,190,Dizel,Toyota,Prado,2017,Offroader / SUV,Ağ,82700
1.6,115,Dizel,Hyundai,Elantra,2007,Sedan,Gümüşü,347000
2.0,245,Benzin,Mercedes,E 300,2017,Sedan,Göy,62314
1.4,90,Dizel,Toyota,Corolla,2006,Universal,Gümüşü,215000
2.5,137,Dizel,Mitsubishi,L200,2019,Pikap,Ağ,176000
1.6,123,Benzin,Hyundai,Creta,2020,Offroader / SUV,Qara,27000
1.4,100,Benzin,Chevrolet,Aveo,2015,Hetçbek,Ağ,79500
2.0,180,Benzin,Skoda,Kodiaq,2020,Offroader / SUV,Qara,55000
2.0,184,Dizel,Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,150000
1.8,101,Benzin,Peugeot,405,1996,Sedan,Qara,0
1.6,140,Benzin,Hyundai,Accent,2014,Sedan,Qəhvəyi,160000
2.0,247,Benzin,Kia,Stinger,2020,Liftbek,Ağ,34000
2.0,274,Benzin,Hyundai,Sonata,2013,Sedan,Yaş Asfalt,202777
3.5,306,Benzin,Mercedes,E 350,2009,Sedan,Qara,240000
4.4,555,Benzin,BMW,X6 M,2012,Offroader / SUV,Göy,122000
2.0,112,Dizel,Hyundai,Tucson,2006,Offroader / SUV,Qara,150000
2.2,115,Dizel,Ford,Transit,2007,Yük maşını,Ağ,185000
2.4,175,Benzin,Hyundai,Santa Fe,2014,Offroader / SUV,Ağ,123000
2.5,178,Dizel,Mitsubishi,L200,2008,Pikap,Ağ,210000
2.5,204,Benzin,Mercedes,C 230,2005,Sedan,Gümüşü,325000
3.0,367,Benzin,Mercedes,GLE 450,2019,Offroader / SUV,Qara,37000
1.4,90,Benzin,Kia,Ceed,2010,Universal,Yaş Asfalt,147000
3.5,272,Benzin,Mercedes,E 350,2009,Sedan,Qara,196000
2.3,150,Benzin,Mercedes,C 230,1997,Sedan,Mavi,356000
1.6,105,Benzin,LADA (VAZ),Kalina,2012,Universal,Ağ,58000
11.0,400,Dizel,MAN,TGA 18.400,2008,Dartqı,Qırmızı,1055000
3.5,272,Benzin,Mercedes,ML 350,2006,Offroader / SUV,Tünd qırmızı,225000
3.0,249,Dizel,Mercedes,S 350,2015,Sedan,Qara,195000
1.4,140,Benzin,Chevrolet,Cruze,2012,Sedan,Tünd qırmızı,245000
1.4,141,Benzin,Chevrolet,Cruze,2014,Sedan,Gümüşü,220000
4.3,145,Dizel,Mercedes,Atego 815,2000,Yük maşını,Sarı,335000
1.6,75,Benzin,LADA (VAZ),2107,2010,Sedan,Göy,88000
1.6,112,Benzin,Kia,Rio,2006,Sedan,Boz,214000
4.0,483,Benzin,Mercedes,GLS 580,2020,Offroader / SUV,Qara,54000
3.5,303,Benzin,Infiniti,FX35,2011,Offroader / SUV,Ağ,179584
5.6,405,Benzin,Infiniti,QX56,2011,Offroader / SUV,Qara,180000
2.7,163,Benzin,Toyota,Prado,2013,Offroader / SUV,Ağ,149000
1.5,107,Benzin,Daewoo,Gentra,2014,Sedan,Ağ,99000
3.0,306,Benzin,BMW,535,2010,Sedan,Qara,285749
2.7,170,Dizel,Mercedes,E 270,2000,Sedan,Göy,399000
2.0,145,Benzin,Honda,CR-V,1999,Offroader / SUV,Gümüşü,186000
1.6,86,Benzin,Tofas,Dogan,2004,Sedan,Mavi,250000
1.6,92,Benzin,Tofas,Sahin,2003,Sedan,Gümüşü,49000
3.5,306,Benzin,Mercedes,S 350,2013,Sedan,Qara,195000
2.5,189,Hibrid,Toyota,Sienna,2021,Minivan,Qara,10300
2.2,150,Dizel,Mercedes,Vito 115,2008,Minivan,Göy,345000
2.0,265,Benzin,Hyundai,Santa Fe,2015,Offroader / SUV,Ağ,76000
3.0,326,Benzin,BMW,740,2018,Sedan,Ağ,28000
2.0,181,Hibrid,Lexus,UX 250h,2020,Offroader / SUV,Qırmızı,8000
4.0,282,Benzin,Toyota,Land Cruiser,2008,Offroader / SUV,Ağ,190000
1.5,99,Benzin,Nissan,Sunny,2013,Sedan,Qara,150000
1.2,84,Benzin,Chevrolet,Aveo,2011,Sedan,Qara,325000
1.4,90,Benzin,Opel,Astra,2008,Hetçbek,Gümüşü,218000
4.8,500,Benzin,Porsche,Panamera Turbo,2011,Liftbek,Ağ,80000
1.8,150,Benzin,Hyundai,Elantra,2013,Sedan,Ağ,138000
3.0,340,Benzin,BMW,X5,2018,Offroader / SUV,Ağ,44000
1.8,98,Hibrid,Toyota,Corolla,2019,Sedan,Ağ,39000
1.5,72,Benzin,LADA (VAZ),2106,1985,Sedan,Ağ,135000
2.5,76,Dizel,Ford,Transit,2001,Yük maşını,Ağ,464942
1.5,78,Benzin,LADA (VAZ),21099,2004,Sedan,Qara,456448
2.0,150,Benzin,Nissan,X-Trail,2002,Offroader / SUV,Mavi,192331
1.5,65,Benzin,LADA (VAZ),2106,1982,Sedan,Göy,120000
1.5,150,Benzin,Haval,Jolion,2021,Offroader / SUV,Göy,26900
2.2,170,Dizel,Mercedes,E 220,2009,Sedan,Qara,289574
2.4,170,Benzin,Mercedes,C 240,1998,Sedan,Yaş Asfalt,320000
2.5,126,Dizel,Mercedes,E 250,1995,Sedan,Ağ,650000
2.0,146,Benzin,Toyota,RAV4,2018,Offroader / SUV,Yaş Asfalt,108523
1.6,101,Benzin,Opel,Astra,1998,Universal,Qırmızı,358000
2.4,175,Benzin,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,155000
1.8,122,Benzin,Mercedes,C 180,1996,Sedan,Ağ,465000
1.4,90,Dizel,Toyota,Auris,2008,Hetçbek,Yaş Asfalt,240000
2.0,184,Dizel,Kia,Sorento,2012,Offroader / SUV,Ağ,205000
1.7,80,Benzin,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,139001
2.0,245,Benzin,BMW,328,2013,Sedan,Ağ,142000
2.5,178,Benzin,Toyota,Camry,2014,Sedan,Qara,135000
1.5,65,Benzin,LADA (VAZ),2106,1990,Sedan,Mavi,11000
12.0,460,Dizel,Mercedes,Actros 1846,2011,Dartqı,Ağ,136041
2.7,130,Dizel,Kia,K2700,2023,Yük maşını,Ağ,0
4.8,430,Benzin,Porsche,Panamera GTS,2012,Liftbek,Qara,187000
2.4,167,Benzin,Chevrolet,Captiva,2011,Offroader / SUV,Ağ,186500
1.6,75,Benzin,LADA (VAZ),2106,1985,Sedan,Tünd qırmızı,190000
2.4,170,Benzin,Mercedes,C 240,1998,Sedan,Gümüşü,365321
0.1,120,Benzin,Tufan,S 150,2022,Motosiklet,Göy,10000
2.0,136,Benzin,Mitsubishi,Pajero io,1999,Offroader / SUV,Ağ,265354
1.4,90,Benzin,Opel,Astra,2006,Hetçbek,Gümüşü,175000
1.6,75,Benzin,LADA (VAZ),2107,2001,Sedan,Göy,456825
12.0,460,Dizel,DAF,105 XF,2011,Dartqı,Göy,1000000
2.8,193,Benzin,BMW,528,2000,Sedan,Gümüşü,285000
3.0,380,Benzin,BMW,X7,2023,Offroader / SUV,Qara,0
1.4,90,Benzin,Opel,Astra,2005,Universal,Yaş Asfalt,225000
2.7,170,Dizel,Mercedes,E 270,1999,Sedan,Gümüşü,305320
1.6,115,Dizel,Kia,Ceed,2007,Universal,Mavi,196000
2.0,116,Benzin,Opel,Omega,1997,Sedan,Qızılı,254875
2.0,233,Benzin,Changan,Uni-K,2022,Offroader / SUV,Göy,0
2.0,184,Dizel,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,153456
1.5,110,Dizel,Hyundai,Matrix,2006,Minivan,Gümüşü,178000
2.0,320,Benzin,Volvo,XC90,2019,Offroader / SUV,Boz,132500
2.0,245,Benzin,BMW,528,2012,Sedan,Gümüşü,251000
2.5,200,Benzin,Toyota,Camry,2021,Sedan,Qara,4000
1.6,106,Benzin,LADA (VAZ),Priora,2009,Sedan,Yaş Asfalt,288000
6.0,150,Benzin,ZIL,130,1992,Yük maşını,Mavi,250000
